frame_number,near_player_original_box,near_player_reference_point,near_player_action,near_player_net_clearance,far_player_original_box,far_player_reference_point,far_player_action,far_player_net_clearance,ball_original_box,ball_reference_point,ball_height,ball_horizontal_velocity,ball_vertical_velocity,ball_action
439,"[735, 683, 832, 944]","(168, 767)",0,0.0,"[996, 171, 1033, 288]","(224, 82)",0,0.0,"[712, 728, 733, 749]","(150, 701)",0.56,9.91,1.99,4
440,"[729, 686, 830, 943]","(167, 767)",0,0.0,"[993, 171, 1031, 285]","(224, 75)",0,0.0,"[705, 733, 724, 753]","(149, 711)",0.62,9.82,1.6,4
441,"[722, 687, 828, 943]","(167, 767)",0,0.0,"[987, 169, 1029, 285]","(222, 75)",0,0.0,"[696, 740, 716, 761]","(147, 721)",0.67,9.74,1.2,4
442,"[715, 689, 828, 942]","(166, 766)",0,0.0,"[982, 167, 1028, 283]","(221, 70)",0,0.0,"[690, 753, 711, 775]","(146, 731)",0.7,9.65,0.81,4
443,"[711, 691, 827, 940]","(166, 766)",0,0.0,"[976, 165, 1025, 282]","(219, 68)",0,0.0,"[680, 763, 708, 791]","(145, 741)",0.72,9.57,0.42,4
444,"[720, 692, 828, 937]","(166, 764)",1,2.0,"[969, 164, 1024, 281]","(217, 66)",0,0.0,"[679, 782, 696, 800]","(144, 752)",0.8,24.9,5.28,2
445,"[731, 693, 828, 931]","(167, 761)",0,0.0,"[963, 164, 1022, 281]","(215, 66)",0,0.0,"[686, 730, 709, 755]","(142, 726)",0.99,24.36,4.86,4
446,"[734, 693, 830, 925]","(168, 759)",0,0.0,"[957, 164, 1022, 280]","(214, 63)",0,0.0,"[697, 687, 714, 705]","(141, 701)",1.17,23.85,4.45,4
447,"[735, 692, 849, 921]","(169, 757)",0,0.0,"[951, 166, 1022, 282]","(213, 68)",0,0.0,"[704, 639, 725, 661]","(140, 677)",1.33,23.36,4.04,4
448,"[737, 689, 864, 917]","(171, 755)",0,0.0,"[945, 169, 1022, 284]","(212, 73)",0,0.0,"[713, 587, 734, 608]","(139, 654)",1.48,22.89,3.63,4
449,"[743, 670, 880, 913]","(173, 753)",0,0.0,"[941, 173, 1022, 284]","(211, 73)",0,0.0,"[721, 549, 740, 571]","(138, 630)",1.61,22.44,3.23,4
450,"[749, 655, 885, 910]","(174, 751)",0,0.0,"[938, 177, 1022, 285]","(210, 76)",0,0.0,"[729, 516, 744, 532]","(137, 607)",1.72,22.0,2.83,4
451,"[752, 645, 885, 910]","(174, 751)",0,0.0,"[936, 180, 1022, 285]","(210, 76)",0,0.0,"[730, 485, 753, 508]","(136, 585)",1.82,21.58,2.43,4
452,"[749, 636, 887, 910]","(174, 751)",0,0.0,"[936, 182, 1022, 285]","(210, 76)",0,0.0,"[733, 459, 754, 480]","(135, 563)",1.9,21.18,2.03,4
453,"[741, 632, 888, 911]","(173, 752)",0,0.0,"[935, 181, 1022, 285]","(209, 76)",0,0.0,"[736, 435, 757, 456]","(134, 542)",1.97,20.79,1.64,4
454,"[734, 633, 892, 912]","(173, 752)",0,0.0,"[934, 180, 1022, 286]","(209, 78)",0,0.0,"[739, 412, 759, 433]","(133, 520)",2.02,20.41,1.24,4
455,"[734, 638, 894, 913]","(173, 753)",0,0.0,"[928, 179, 1013, 285]","(206, 76)",0,0.0,"[741, 391, 762, 412]","(132, 500)",2.05,20.05,0.85,4
456,"[744, 642, 897, 914]","(174, 753)",0,0.0,"[921, 178, 1000, 285]","(202, 76)",0,0.0,"[745, 377, 763, 396]","(131, 479)",2.07,19.71,0.46,4
457,"[759, 643, 900, 914]","(176, 753)",0,0.0,"[915, 178, 983, 286]","(198, 78)",0,0.0,"[741, 358, 770, 389]","(130, 459)",2.07,19.37,0.07,4
458,"[774, 648, 902, 914]","(177, 753)",0,0.0,"[907, 177, 966, 286]","(192, 78)",0,0.0,"[748, 353, 762, 368]","(129, 439)",2.06,19.04,-0.33,4
459,"[782, 652, 906, 914]","(179, 753)",0,0.0,"[900, 177, 951, 288]","(188, 83)",0,0.0,"[743, 334, 770, 363]","(128, 420)",2.03,18.73,-0.72,4
460,"[788, 657, 910, 913]","(179, 753)",0,0.0,"[893, 177, 942, 290]","(184, 88)",0,0.0,"[747, 331, 764, 349]","(127, 401)",1.98,18.42,-1.11,4
461,"[798, 662, 915, 915]","(181, 754)",0,0.0,"[886, 178, 936, 291]","(182, 90)",0,0.0,"[750, 324, 764, 339]","(127, 382)",1.92,18.13,-1.5,4
462,"[805, 666, 924, 920]","(182, 756)",0,0.0,"[876, 177, 935, 291]","(180, 91)",0,0.0,"[743, 311, 770, 339]","(126, 364)",1.85,17.84,-1.89,4
463,"[809, 671, 939, 923]","(184, 758)",0,0.0,"[865, 177, 934, 291]","(177, 91)",0,0.0,"[746, 309, 765, 330]","(125, 346)",1.76,17.57,-2.28,4
464,"[810, 675, 954, 925]","(186, 759)",0,0.0,"[858, 177, 933, 291]","(175, 91)",0,0.0,"[746, 308, 762, 326]","(124, 328)",1.65,17.3,-2.67,4
465,"[810, 678, 963, 927]","(186, 760)",0,0.0,"[853, 176, 928, 291]","(173, 91)",0,0.0,"[746, 307, 761, 324]","(123, 310)",1.53,17.04,-3.05,4
466,"[809, 679, 969, 928]","(187, 760)",0,0.0,"[846, 174, 920, 288]","(170, 84)",0,0.0,"[745, 305, 761, 322]","(122, 293)",1.39,16.79,-3.44,4
467,"[811, 678, 970, 931]","(187, 761)",0,0.0,"[838, 174, 907, 286]","(166, 79)",0,0.0,"[744, 302, 761, 321]","(122, 276)",1.24,16.54,-3.82,4
468,"[819, 675, 971, 932]","(188, 762)",0,0.0,"[830, 173, 891, 285]","(161, 77)",0,0.0,"[739, 300, 759, 321]","(121, 259)",1.07,16.3,-4.2,4
469,"[838, 672, 971, 930]","(190, 761)",0,0.0,"[823, 172, 879, 285]","(157, 77)",0,0.0,"[737, 299, 758, 321]","(120, 242)",0.89,16.07,-4.57,4
470,"[861, 670, 974, 928]","(192, 760)",0,0.0,"[815, 172, 870, 284]","(153, 74)",0,0.0,"[734, 299, 758, 323]","(119, 226)",0.69,15.85,-4.95,4
471,"[882, 669, 981, 928]","(195, 760)",0,0.0,"[807, 173, 862, 285]","(150, 77)",0,0.0,"[734, 300, 757, 326]","(119, 210)",0.48,15.63,-5.32,4
472,"[895, 669, 996, 932]","(197, 762)",0,0.0,"[799, 175, 855, 285]","(147, 77)",0,0.0,"[731, 301, 757, 330]","(118, 194)",0.25,15.42,-5.68,4
473,"[904, 671, 1018, 936]","(200, 764)",0,0.0,"[790, 178, 848, 285]","(144, 77)",0,0.0,"[729, 302, 757, 334]","(117, 178)",0.01,15.21,-6.05,4
474,"[912, 675, 1039, 939]","(203, 765)",0,0.0,"[781, 181, 841, 284]","(140, 74)",0,0.0,"[726, 310, 752, 336]","(117, 163)",0.0,6.41,3.3,3
475,"[917, 680, 1059, 941]","(205, 766)",0,0.0,"[774, 183, 835, 282]","(137, 70)",0,0.0,"[727, 308, 746, 328]","(114, 156)",0.12,6.37,2.9,4
476,"[919, 685, 1071, 942]","(206, 766)",0,0.0,"[768, 186, 829, 284]","(135, 75)",0,0.0,"[726, 298, 741, 316]","(111, 150)",0.22,6.34,2.5,4
477,"[919, 688, 1081, 945]","(207, 768)",0,0.0,"[760, 188, 825, 283]","(132, 72)",0,0.0,"[718, 284, 739, 306]","(109, 144)",0.3,6.3,2.1,4
478,"[919, 690, 1084, 949]","(207, 770)",0,0.0,"[754, 189, 819, 284]","(130, 75)",0,0.0,"[715, 273, 735, 296]","(106, 139)",0.37,6.27,1.71,4
479,"[920, 691, 1085, 951]","(207, 771)",0,0.0,"[750, 190, 814, 284]","(128, 75)",0,0.0,"[710, 264, 736, 291]","(104, 133)",0.42,6.23,1.31,4
480,"[921, 690, 1085, 952]","(207, 771)",0,0.0,"[746, 191, 809, 285]","(127, 77)",0,0.0,"[708, 253, 734, 281]","(101, 127)",0.46,6.2,0.92,4
481,"[929, 687, 1084, 949]","(208, 770)",0,0.0,"[743, 192, 805, 288]","(126, 84)",0,0.0,"[706, 251, 726, 271]","(99, 121)",0.48,6.17,0.52,4
482,"[943, 683, 1085, 947]","(209, 769)",0,0.0,"[741, 191, 802, 290]","(125, 89)",0,0.0,"[705, 247, 722, 267]","(96, 115)",0.48,6.13,0.13,4
483,"[958, 680, 1089, 944]","(211, 767)",0,0.0,"[738, 190, 799, 290]","(124, 89)",0,0.0,"[696, 238, 723, 267]","(94, 109)",0.47,6.1,-0.26,4
484,"[970, 680, 1098, 941]","(213, 766)",0,0.0,"[732, 189, 797, 291]","(122, 92)",1,0.84,"[700, 236, 724, 263]","(92, 108)",0.53,31.76,3.04,0
485,"[978, 680, 1113, 941]","(215, 766)",0,0.0,"[736, 188, 794, 291]","(122, 92)",0,0.0,"[686, 237, 712, 268]","(92, 140)",0.64,30.89,2.64,4
486,"[985, 682, 1133, 946]","(218, 768)",0,0.0,"[737, 187, 791, 291]","(122, 92)",0,0.0,"[681, 245, 702, 267]","(93, 171)",0.73,30.07,2.24,4
487,"[988, 687, 1150, 950]","(219, 770)",0,0.0,"[736, 184, 787, 291]","(121, 92)",0,0.0,"[678, 254, 691, 269]","(94, 201)",0.8,29.3,1.85,4
488,"[988, 694, 1160, 953]","(220, 771)",0,0.0,"[734, 182, 783, 292]","(120, 94)",0,0.0,"[665, 258, 687, 280]","(94, 231)",0.86,28.56,1.45,4
489,"[989, 705, 1168, 956]","(221, 773)",0,0.0,"[732, 181, 777, 292]","(118, 94)",0,0.0,"[655, 271, 678, 295]","(95, 260)",0.9,27.86,1.06,4
490,"[990, 715, 1173, 958]","(221, 774)",0,0.0,"[728, 180, 773, 291]","(116, 92)",0,0.0,"[646, 285, 669, 309]","(96, 288)",0.93,27.19,0.66,4
491,"[987, 724, 1174, 957]","(221, 773)",0,0.0,"[718, 179, 768, 292]","(114, 94)",0,0.0,"[639, 298, 662, 322]","(97, 316)",0.94,26.55,0.27,4
492,"[990, 730, 1174, 957]","(221, 773)",0,0.0,"[709, 178, 766, 292]","(111, 94)",0,0.0,"[633, 307, 657, 333]","(97, 343)",0.93,25.94,-0.12,4
493,"[998, 734, 1174, 956]","(222, 773)",0,0.0,"[705, 177, 765, 292]","(110, 94)",0,0.0,"[628, 330, 642, 346]","(98, 369)",0.91,25.36,-0.51,4
494,"[994, 733, 1173, 956]","(222, 773)",0,0.0,"[703, 176, 765, 292]","(110, 94)",0,0.0,"[618, 347, 638, 366]","(98, 395)",0.88,24.81,-0.9,4
495,"[985, 731, 1170, 955]","(221, 772)",0,0.0,"[703, 176, 764, 291]","(109, 92)",0,0.0,"[604, 383, 630, 411]","(99, 420)",0.82,24.28,-1.3,4
496,"[971, 730, 1164, 955]","(219, 772)",0,0.0,"[703, 175, 764, 290]","(109, 89)",0,0.0,"[594, 423, 619, 451]","(100, 445)",0.76,23.77,-1.69,4
497,"[956, 732, 1147, 955]","(216, 772)",0,0.0,"[703, 173, 764, 289]","(109, 87)",0,0.0,"[584, 462, 609, 490]","(100, 469)",0.67,23.28,-2.08,4
498,"[939, 733, 1122, 955]","(212, 772)",0,0.0,"[704, 171, 764, 287]","(109, 82)",0,0.0,"[574, 500, 600, 528]","(101, 493)",0.57,22.81,-2.46,4
499,"[921, 733, 1087, 954]","(208, 772)",0,0.0,"[704, 170, 766, 286]","(109, 80)",0,0.0,"[565, 537, 590, 565]","(101, 516)",0.46,22.36,-2.85,4
500,"[902, 734, 1061, 954]","(204, 772)",0,0.0,"[705, 170, 768, 286]","(110, 80)",0,0.0,"[556, 571, 582, 599]","(102, 539)",0.33,21.93,-3.24,4
501,"[883, 734, 1049, 954]","(201, 772)",0,0.0,"[707, 172, 771, 285]","(111, 77)",0,0.0,"[548, 604, 573, 632]","(102, 561)",0.19,21.51,-3.62,4
502,"[868, 733, 1041, 954]","(199, 772)",0,0.0,"[707, 175, 774, 284]","(111, 75)",0,0.0,"[540, 633, 566, 661]","(103, 583)",0.03,21.11,-4.0,4
503,"[848, 733, 1027, 949]","(196, 770)",0,0.0,"[707, 176, 776, 284]","(112, 75)",0,0.0,"[533, 652, 564, 689]","(104, 605)",0.0,14.83,3.4,1
504,"[822, 734, 1007, 952]","(192, 771)",0,0.0,"[707, 178, 779, 284]","(112, 75)",0,0.0,"[532, 668, 548, 686]","(104, 620)",0.12,14.64,3.0,4
505,"[794, 738, 967, 953]","(186, 771)",0,0.0,"[706, 178, 781, 284]","(112, 75)",0,0.0,"[524, 668, 544, 690]","(104, 635)",0.22,14.45,2.6,4
506,"[764, 742, 917, 953]","(179, 771)",0,0.0,"[706, 177, 787, 284]","(114, 75)",0,0.0,"[517, 667, 543, 697]","(104, 649)",0.31,14.27,2.2,4
507,"[739, 746, 892, 963]","(174, 776)",0,0.0,"[708, 177, 792, 284]","(115, 75)",0,0.0,"[511, 682, 528, 701]","(104, 664)",0.38,14.09,1.8,4
508,"[718, 751, 882, 970]","(172, 779)",0,0.0,"[716, 176, 798, 284]","(118, 75)",0,0.0,"[503, 696, 519, 714]","(104, 678)",0.44,13.92,1.41,4
509,"[687, 753, 874, 973]","(168, 780)",0,0.0,"[728, 177, 803, 283]","(121, 72)",0,0.0,"[496, 709, 512, 727]","(104, 693)",0.48,13.75,1.02,4
510,"[639, 757, 865, 975]","(164, 781)",0,0.0,"[743, 175, 809, 283]","(126, 72)",0,0.0,"[489, 721, 506, 739]","(104, 707)",0.51,13.59,0.62,4
511,"[594, 763, 852, 980]","(159, 783)",0,0.0,"[755, 173, 815, 282]","(129, 70)",0,0.0,"[485, 732, 501, 749]","(104, 720)",0.51,13.42,0.23,4
512,"[556, 768, 833, 994]","(154, 789)",0,0.0,"[761, 171, 822, 283]","(132, 72)",0,0.0,"[476, 753, 496, 774]","(104, 734)",0.51,13.27,-0.16,4
513,"[523, 775, 808, 1008]","(150, 795)",0,0.0,"[767, 170, 828, 284]","(135, 75)",0,0.0,"[463, 772, 493, 800]","(104, 748)",0.49,13.11,-0.55,4
514,"[501, 784, 780, 1014]","(146, 797)",0,0.0,"[775, 169, 834, 284]","(138, 75)",0,0.0,"[462, 801, 477, 818]","(104, 761)",0.45,12.96,-0.95,4
515,"[475, 794, 755, 1020]","(142, 800)",0,0.0,"[785, 169, 841, 285]","(141, 77)",0,0.0,"[445, 836, 472, 865]","(104, 774)",0.4,12.82,-1.34,4
516,"[455, 804, 736, 1024]","(139, 801)",1,1.38,"[801, 169, 847, 285]","(146, 77)",0,0.0,"[444, 855, 470, 884]","(104, 768)",0.42,28.66,4.75,2
517,"[438, 815, 717, 1028]","(136, 803)",0,0.0,"[810, 168, 854, 285]","(149, 77)",0,0.0,"[479, 765, 503, 792]","(106, 738)",0.59,27.95,4.34,4
518,"[429, 817, 700, 1030]","(134, 804)",0,0.0,"[814, 167, 864, 285]","(152, 77)",0,0.0,"[507, 698, 530, 722]","(108, 710)",0.75,27.28,3.93,4
519,"[425, 829, 685, 1031]","(132, 804)",0,0.0,"[817, 167, 875, 284]","(155, 74)",0,0.0,"[529, 645, 553, 669]","(110, 683)",0.89,26.64,3.52,4
520,"[424, 833, 673, 1031]","(131, 804)",0,0.0,"[824, 167, 891, 283]","(159, 72)",0,0.0,"[560, 587, 577, 605]","(112, 656)",1.02,26.03,3.12,4
521,"[424, 835, 663, 1030]","(130, 804)",0,0.0,"[838, 168, 907, 284]","(166, 74)",0,0.0,"[581, 544, 596, 560]","(113, 629)",1.13,25.44,2.72,4
522,"[425, 837, 655, 1030]","(130, 804)",0,0.0,"[850, 171, 923, 285]","(171, 76)",0,0.0,"[599, 498, 619, 519]","(115, 603)",1.22,24.88,2.32,4
523,"[426, 834, 648, 1030]","(129, 804)",0,0.0,"[861, 175, 935, 287]","(177, 81)",0,0.0,"[618, 468, 636, 487]","(117, 578)",1.3,24.35,1.93,4
524,"[427, 828, 643, 1029]","(129, 803)",0,0.0,"[869, 180, 945, 287]","(180, 81)",0,0.0,"[635, 439, 653, 458]","(119, 553)",1.36,23.84,1.53,4
525,"[428, 821, 638, 1029]","(129, 803)",0,0.0,"[876, 185, 950, 287]","(183, 81)",0,0.0,"[651, 412, 669, 431]","(121, 529)",1.4,23.35,1.14,4
526,"[429, 813, 632, 1029]","(128, 803)",0,0.0,"[881, 189, 952, 288]","(184, 83)",0,0.0,"[665, 388, 683, 407]","(122, 506)",1.43,22.88,0.74,4
527,"[429, 805, 628, 1029]","(128, 803)",0,0.0,"[886, 192, 952, 288]","(185, 83)",0,0.0,"[678, 371, 694, 388]","(124, 482)",1.45,22.42,0.35,4
528,"[430, 798, 620, 1028]","(127, 803)",0,0.0,"[890, 192, 952, 288]","(186, 83)",0,0.0,"[684, 351, 710, 379]","(126, 460)",1.44,21.99,-0.04,4
529,"[430, 790, 611, 1028]","(126, 803)",0,0.0,"[892, 192, 952, 288]","(186, 83)",0,0.0,"[702, 344, 717, 362]","(127, 437)",1.43,21.57,-0.43,4
530,"[431, 781, 612, 1027]","(127, 802)",0,0.0,"[892, 190, 952, 288]","(186, 83)",0,0.0,"[708, 328, 733, 356]","(129, 415)",1.39,21.17,-0.83,4
531,"[432, 774, 623, 1024]","(127, 801)",0,0.0,"[891, 187, 951, 288]","(186, 83)",0,0.0,"[725, 326, 738, 341]","(130, 394)",1.34,20.78,-1.22,4
532,"[437, 768, 638, 1018]","(129, 799)",0,0.0,"[889, 184, 951, 288]","(186, 83)",0,0.0,"[726, 313, 756, 341]","(132, 373)",1.28,20.4,-1.61,4
533,"[448, 763, 652, 1013]","(131, 797)",0,0.0,"[886, 182, 950, 288]","(185, 83)",0,0.0,"[736, 309, 760, 335]","(133, 352)",1.2,20.04,-2.0,4
534,"[470, 758, 664, 1008]","(133, 795)",0,0.0,"[883, 180, 950, 289]","(184, 86)",0,0.0,"[747, 308, 765, 328]","(135, 332)",1.11,19.7,-2.39,4
535,"[500, 752, 673, 1006]","(136, 794)",0,0.0,"[880, 179, 949, 288]","(183, 83)",0,0.0,"[753, 305, 777, 331]","(136, 312)",0.99,19.36,-2.77,4
536,"[535, 746, 683, 1005]","(140, 794)",0,0.0,"[877, 179, 948, 290]","(182, 88)",0,0.0,"[762, 306, 783, 328]","(138, 292)",0.87,19.03,-3.16,4
537,"[566, 741, 694, 1004]","(144, 793)",0,0.0,"[874, 179, 949, 290]","(182, 88)",0,0.0,"[770, 308, 787, 326]","(139, 273)",0.73,18.72,-3.54,4
538,"[583, 737, 705, 1002]","(146, 792)",0,0.0,"[872, 180, 949, 291]","(182, 90)",0,0.0,"[776, 307, 799, 331]","(140, 254)",0.57,18.42,-3.92,4
539,"[600, 734, 716, 999]","(148, 791)",0,0.0,"[870, 182, 949, 291]","(181, 90)",0,0.0,"[781, 307, 806, 334]","(142, 235)",0.4,18.12,-4.3,4
540,"[631, 734, 728, 996]","(152, 790)",0,0.0,"[867, 184, 949, 291]","(181, 90)",0,0.0,"[786, 310, 811, 337]","(143, 216)",0.21,17.84,-4.68,4
541,"[653, 735, 740, 991]","(154, 788)",0,0.0,"[865, 186, 949, 291]","(180, 90)",0,0.0,"[799, 320, 814, 338]","(144, 198)",0.01,17.56,-5.05,4
542,"[669, 737, 755, 985]","(157, 785)",0,0.0,"[860, 187, 949, 291]","(179, 91)",0,0.0,"[802, 323, 822, 342]","(146, 181)",0.0,8.73,4.22,3
543,"[679, 738, 790, 978]","(161, 782)",0,0.0,"[854, 188, 949, 291]","(178, 91)",0,0.0,"[801, 307, 827, 333]","(145, 172)",0.15,8.66,3.81,4
544,"[684, 738, 823, 976]","(164, 781)",0,0.0,"[851, 188, 949, 291]","(177, 91)",0,0.0,"[807, 294, 830, 317]","(145, 163)",0.29,8.6,3.41,4
545,"[685, 736, 854, 976]","(167, 781)",0,0.0,"[848, 188, 949, 291]","(177, 91)",0,0.0,"[807, 275, 831, 300]","(145, 154)",0.41,8.53,3.01,4
546,"[685, 733, 871, 976]","(168, 781)",0,0.0,"[852, 188, 950, 291]","(178, 91)",0,0.0,"[809, 261, 833, 289]","(145, 145)",0.51,8.47,2.61,4
547,"[693, 732, 875, 978]","(169, 782)",0,0.0,"[862, 187, 950, 291]","(180, 90)",0,0.0,"[815, 256, 832, 275]","(144, 137)",0.6,8.41,2.21,4
548,"[708, 729, 876, 979]","(171, 783)",0,0.0,"[868, 185, 949, 291]","(181, 90)",0,0.0,"[814, 238, 842, 268]","(144, 128)",0.67,8.34,1.81,4
549,"[734, 725, 876, 979]","(173, 783)",0,0.0,"[870, 183, 949, 291]","(181, 90)",0,0.0,"[820, 235, 836, 253]","(144, 119)",0.73,8.28,1.42,4
550,"[764, 722, 879, 979]","(176, 783)",0,0.0,"[866, 180, 948, 291]","(180, 90)",0,0.0,"[823, 229, 837, 245]","(144, 111)",0.77,8.22,1.02,4
551,"[789, 720, 890, 982]","(179, 784)",0,0.0,"[860, 179, 947, 291]","(179, 91)",1,1.0,"[824, 223, 841, 243]","(144, 110)",0.87,32.36,2.58,0
552,"[805, 720, 910, 986]","(182, 786)",0,0.0,"[865, 177, 947, 292]","(180, 93)",0,0.0,"[821, 225, 835, 243]","(141, 142)",0.96,31.46,2.18,4
553,"[818, 723, 936, 992]","(186, 788)",0,0.0,"[869, 176, 946, 291]","(180, 90)",0,0.0,"[805, 225, 829, 251]","(138, 174)",1.03,30.61,1.79,4
554,"[829, 729, 966, 1000]","(189, 792)",0,0.0,"[871, 176, 943, 291]","(180, 90)",0,0.0,"[795, 236, 812, 254]","(136, 205)",1.08,29.81,1.39,4
555,"[838, 737, 993, 1006]","(192, 794)",0,0.0,"[871, 175, 941, 290]","(180, 88)",0,0.0,"[779, 242, 806, 268]","(133, 235)",1.12,29.04,1.0,4
556,"[845, 747, 1019, 1010]","(195, 796)",0,0.0,"[872, 176, 940, 290]","(180, 88)",0,0.0,"[770, 259, 786, 276]","(131, 264)",1.15,28.32,0.6,4
557,"[852, 759, 1039, 1014]","(197, 797)",0,0.0,"[871, 177, 940, 290]","(180, 88)",0,0.0,"[753, 265, 782, 292]","(128, 293)",1.16,27.63,0.21,4
558,"[862, 772, 1058, 1018]","(200, 799)",0,0.0,"[871, 178, 941, 290]","(180, 88)",0,0.0,"[737, 285, 760, 307]","(126, 321)",1.15,26.97,-0.18,4
559,"[871, 787, 1076, 1023]","(202, 801)",0,0.0,"[872, 179, 943, 290]","(180, 88)",0,0.0,"[728, 302, 745, 320]","(124, 348)",1.13,26.34,-0.57,4
560,"[876, 802, 1092, 1026]","(204, 802)",0,0.0,"[873, 181, 944, 290]","(181, 88)",0,0.0,"[711, 316, 733, 340]","(121, 375)",1.09,25.74,-0.96,4
561,"[879, 819, 1106, 1027]","(205, 803)",0,0.0,"[876, 184, 943, 290]","(181, 88)",0,0.0,"[700, 341, 717, 362]","(119, 401)",1.03,25.17,-1.35,4
562,"[877, 838, 1120, 1028]","(206, 803)",0,0.0,"[879, 186, 943, 292]","(182, 93)",0,0.0,"[677, 376, 696, 397]","(117, 427)",0.96,24.63,-1.75,4
563,"[875, 859, 1131, 1029]","(207, 803)",0,0.0,"[885, 187, 944, 295]","(183, 100)",0,0.0,"[657, 411, 676, 431]","(115, 451)",0.88,24.1,-2.13,4
564,"[872, 875, 1139, 1030]","(207, 804)",0,0.0,"[892, 188, 944, 300]","(185, 111)",0,0.0,"[639, 443, 657, 463]","(113, 476)",0.78,23.6,-2.52,4
565,"[871, 883, 1143, 1034]","(208, 805)",0,0.0,"[895, 188, 942, 301]","(185, 114)",0,0.0,"[622, 472, 641, 492]","(111, 500)",0.66,23.12,-2.91,4
566,"[868, 886, 1138, 1044]","(207, 809)",0,0.0,"[896, 188, 941, 302]","(185, 116)",0,0.0,"[609, 495, 629, 515]","(109, 523)",0.53,22.66,-3.29,4
567,"[869, 889, 1135, 1050]","(207, 812)",0,0.0,"[896, 188, 940, 302]","(185, 116)",0,0.0,"[590, 525, 616, 555]","(107, 546)",0.38,22.21,-3.68,4
568,"[868, 891, 1133, 1054]","(206, 813)",0,0.0,"[896, 188, 943, 302]","(186, 116)",0,0.0,"[566, 576, 592, 603]","(105, 569)",0.22,21.79,-4.06,4
569,"[869, 895, 1128, 1055]","(206, 813)",0,0.0,"[896, 187, 945, 302]","(186, 116)",0,0.0,"[541, 627, 566, 654]","(103, 591)",0.04,21.37,-4.43,4
570,"[868, 901, 1127, 1061]","(206, 816)",0,0.0,"[896, 187, 947, 302]","(186, 116)",0,0.0,"[524, 668, 547, 694]","(102, 613)",-0.15,0.0,-4.81,1
571,"[868, 909, 1129, 1069]","(206, 819)",0,0.0,"[896, 186, 948, 302]","(187, 116)",0,0.0,"[504, 679, 522, 700]","(98, 619)",0.0,0.0,0.0,4
572,"[868, 916, 1128, 1070]","(206, 819)",0,0.0,"[896, 185, 948, 303]","(187, 118)",0,0.0,"[484, 687, 502, 708]","(94, 625)",0.0,0.0,0.0,4
573,"[867, 924, 1124, 1069]","(205, 819)",0,0.0,"[897, 184, 948, 303]","(187, 118)",0,0.0,"[465, 695, 483, 716]","(91, 631)",0.0,0.0,0.0,4
574,"[866, 930, 1122, 1069]","(205, 819)",0,0.0,"[897, 184, 953, 305]","(188, 123)",0,0.0,"[447, 702, 466, 723]","(88, 636)",0.0,0.0,0.0,4
575,"[864, 935, 1121, 1067]","(205, 818)",0,0.0,"[897, 185, 955, 307]","(188, 127)",0,0.0,"[437, 711, 451, 727]","(86, 641)",0.0,0.0,0.0,4
576,"[858, 938, 1123, 1064]","(205, 817)",0,0.0,"[898, 186, 955, 309]","(188, 131)",0,0.0,"[411, 718, 437, 744]","(83, 649)",0.0,0.0,0.0,4
577,"[854, 942, 1125, 1057]","(204, 814)",0,0.0,"[900, 188, 956, 311]","(189, 136)",0,0.0,"[393, 736, 413, 757]","(80, 659)",0.0,0.0,0.0,4
578,"[851, 944, 1130, 1054]","(205, 813)",0,0.0,"[902, 190, 957, 312]","(190, 138)",0,0.0,"[369, 749, 396, 777]","(78, 670)",0.0,0.0,0.0,4
579,"[846, 943, 1134, 1052]","(205, 812)",0,0.0,"[904, 191, 958, 312]","(190, 138)",0,0.0,"[345, 773, 372, 799]","(76, 684)",0.0,0.0,0.0,4
580,"[843, 941, 1135, 1052]","(204, 812)",0,0.0,"[908, 191, 960, 312]","(192, 138)",0,0.0,"[322, 799, 345, 822]","(74, 699)",0.0,0.0,0.0,4
581,"[844, 941, 1135, 1052]","(204, 812)",0,0.0,"[913, 190, 961, 312]","(193, 138)",0,0.0,"[294, 830, 320, 857]","(73, 717)",0.0,0.0,0.0,4
582,"[846, 942, 1134, 1052]","(205, 812)",0,0.0,"[920, 189, 963, 313]","(194, 140)",0,0.0,"[274, 855, 302, 885]","(72, 731)",0.0,0.0,0.0,4
583,"[847, 945, 1131, 1050]","(204, 812)",0,0.0,"[924, 187, 964, 315]","(196, 144)",0,0.0,"[239, 910, 264, 937]","(71, 757)",0.0,0.0,0.0,4
584,"[848, 948, 1128, 1052]","(204, 812)",0,0.0,"[926, 186, 966, 316]","(196, 147)",0,0.0,"[207, 959, 232, 985]","(71, 780)",0.0,0.0,0.0,4
585,"[848, 950, 1126, 1056]","(204, 814)",0,0.0,"[926, 185, 968, 315]","(197, 144)",0,0.0,"[184, 999, 207, 1022]","(71, 795)",0.0,0.0,0.0,4
586,"[848, 951, 1126, 1058]","(204, 815)",0,0.0,"[927, 185, 970, 315]","(197, 144)",0,0.0,"[159, 1033, 185, 1059]","(71, 810)",0.0,0.0,0.0,4
587,"[848, 950, 1127, 1058]","(204, 815)",0,0.0,"[927, 186, 972, 319]","(198, 153)",0,0.0,"[159, 1033, 185, 1059]","(71, 810)",0.0,0.0,0.0,4
588,"[848, 950, 1128, 1059]","(204, 815)",0,0.0,"[927, 187, 979, 321]","(199, 157)",0,0.0,"[159, 1033, 185, 1059]","(71, 810)",0.0,0.0,0.0,4
