multi_ball_position,single_ball_position,clean_ball_position,complete_ball_position,frame,centre_point,x,y,x_diff,y_diff,velocity,velocity_vector,y_rolling_mean,y_rolling_mean_delta,velocity_vector_delta,velocity_rolling_mean,acceleration
"{1: [508, 804, 523, 822]}","{1: [508, 804, 523, 822]}","{1: [508, 804, 523, 822]}","{1: [508.0, 804.0, 523.0, 822.0]}",363,"(515, 813)",515,813,-15,18,23.43,23.43,768.8,24.6,-7.05,32.6,-1.28
{},{},{},"{1: [563.0, 737.0, 587.0, 763.0]}",364,"(575, 750)",575,750,60,-63,87.0,-87.0,775.2,6.4,-110.43,42.4,-25.04
"{1: [606, 692, 633, 720], 2: [606, 685, 638, 719]}","{1: [606, 685, 638, 719]}","{1: [606, 685, 638, 719]}","{1: [606.0, 685.0, 638.0, 719.0]}",365,"(622, 702)",622,702,47,-48,67.18,-67.18,766.4,-8.8,19.82,48.4,-20.81
"{1: [649, 649, 671, 674], 2: [646, 646, 676, 678]}","{1: [646, 646, 676, 678]}","{1: [646, 646, 676, 678]}","{1: [646.0, 646.0, 676.0, 678.0]}",366,"(661, 662)",661,662,39,-40,55.87,-55.87,744.4,-22.0,11.31,52.8,-17.99
"{1: [697, 602, 718, 626]}","{1: [697, 602, 718, 626]}","{1: [697, 602, 718, 626]}","{1: [697.0, 602.0, 718.0, 626.0]}",367,"(707, 614)",707,614,46,-48,66.48,-66.48,708.2,-36.2,-10.61,60.0,-19.39
"{1: [723, 574, 747, 598]}","{1: [723, 574, 747, 598]}","{1: [723, 574, 747, 598]}","{1: [723.0, 574.0, 747.0, 598.0]}",368,"(735, 586)",735,586,28,-28,39.6,-39.6,662.8,-45.4,26.88,63.2,-12.61
"{1: [756, 538, 781, 565]}","{1: [756, 538, 781, 565]}","{1: [756, 538, 781, 565]}","{1: [756.0, 538.0, 781.0, 565.0]}",369,"(768, 551)",768,551,33,-35,48.1,-48.1,623.0,-39.8,-8.5,55.4,7.78
"{1: [788, 515, 806, 535]}","{1: [788, 515, 806, 535]}","{1: [788, 515, 806, 535]}","{1: [788.0, 515.0, 806.0, 535.0]}",370,"(797, 525)",797,525,29,-26,38.95,-38.95,587.6,-35.4,9.15,49.8,5.65
"{1: [816, 490, 833, 509]}","{1: [816, 490, 833, 509]}","{1: [816, 490, 833, 509]}","{1: [816.0, 490.0, 833.0, 509.0]}",371,"(824, 499)",824,499,27,-26,37.48,-37.48,555.0,-32.6,1.47,46.1,3.68
{},{},{},"{1: [834.0, 471.0, 856.0, 493.0]}",372,"(845, 482)",845,482,21,-17,27.02,-27.02,528.6,-26.4,10.46,38.2,7.89
{},{},{},"{1: [856.0, 454.0, 878.0, 477.0]}",373,"(867, 465)",867,465,22,-17,27.8,-27.8,504.4,-24.2,-0.78,35.9,2.36
{},{},{},"{1: [877.0, 438.0, 899.0, 461.0]}",374,"(888, 449)",888,449,21,-16,26.4,-26.4,484.0,-20.4,1.4,31.5,4.34
{},{},{},"{1: [897.0, 423.0, 919.0, 445.0]}",375,"(908, 434)",908,434,20,-15,25.0,-25.0,465.8,-18.2,1.4,28.7,2.79
{},{},{},"{1: [916.0, 408.0, 938.0, 430.0]}",376,"(927, 419)",927,419,19,-15,24.21,-24.21,449.8,-16.0,0.79,26.1,2.65
{},{},{},"{1: [935.0, 393.0, 957.0, 416.0]}",377,"(946, 404)",946,404,19,-15,24.21,-24.21,434.2,-15.6,0.0,25.5,0.56
{},{},{},"{1: [953.0, 379.0, 975.0, 402.0]}",378,"(964, 390)",964,390,18,-14,22.8,-22.8,419.2,-15.0,1.41,24.5,1.0
{},{},{},"{1: [970.0, 367.0, 992.0, 389.0]}",379,"(981, 378)",981,378,17,-12,20.81,-20.81,405.0,-14.2,1.99,23.4,1.12
{},{},{},"{1: [985.0, 355.0, 1007.0, 378.0]}",380,"(996, 366)",996,366,15,-12,19.21,-19.21,391.4,-13.6,1.6,22.2,1.16
"{1: [995, 345, 1022, 371]}","{1: [995, 345, 1022, 371]}","{1: [995, 345, 1022, 371]}","{1: [995.0, 345.0, 1022.0, 371.0]}",381,"(1008, 358)",1008,358,12,-8,14.42,-14.42,379.2,-12.2,4.79,20.3,1.96
"{1: [1014, 346, 1028, 363]}","{1: [1014, 346, 1028, 363]}","{1: [1014, 346, 1028, 363]}","{1: [1014.0, 346.0, 1028.0, 363.0]}",382,"(1021, 354)",1021,354,13,-4,13.6,-13.6,369.2,-10.0,0.82,18.2,2.12
"{1: [1019, 338, 1045, 363]}","{1: [1019, 338, 1045, 363]}","{1: [1019, 338, 1045, 363]}","{1: [1019.0, 338.0, 1045.0, 363.0]}",383,"(1032, 350)",1032,350,11,-4,11.7,-11.7,361.2,-8.0,1.9,15.9,2.22
"{1: [1028, 334, 1052, 359]}","{1: [1028, 334, 1052, 359]}","{1: [1028, 334, 1052, 359]}","{1: [1028.0, 334.0, 1052.0, 359.0]}",384,"(1040, 346)",1040,346,8,-4,8.94,-8.94,354.8,-6.4,2.76,13.6,2.37
"{1: [1039, 333, 1062, 357]}","{1: [1039, 333, 1062, 357]}","{1: [1039, 333, 1062, 357]}","{1: [1039.0, 333.0, 1062.0, 357.0]}",385,"(1050, 345)",1050,345,10,-1,10.05,-10.05,350.6,-4.2,-1.11,11.7,1.83
"{1: [1048, 332, 1071, 356]}","{1: [1048, 332, 1071, 356]}","{1: [1048, 332, 1071, 356]}","{1: [1048.0, 332.0, 1071.0, 356.0]}",386,"(1059, 344)",1059,344,9,-1,9.06,-9.06,347.8,-2.8,0.99,10.7,1.07
"{1: [1059, 333, 1078, 353]}","{1: [1059, 333, 1078, 353]}","{1: [1059, 333, 1078, 353]}","{1: [1059.0, 333.0, 1078.0, 353.0]}",387,"(1068, 343)",1068,343,9,-1,9.06,-9.06,345.6,-2.2,0.0,9.8,0.91
"{1: [1065, 327, 1093, 359]}","{1: [1065, 327, 1093, 359]}","{1: [1065, 327, 1093, 359]}","{1: [1065.0, 327.0, 1093.0, 359.0]}",388,"(1079, 343)",1079,343,11,0,11.0,11.0,344.2,-1.4,20.06,9.6,4.54
"{1: [1074, 333, 1097, 357]}","{1: [1074, 333, 1097, 357]}","{1: [1074, 333, 1097, 357]}","{1: [1074.0, 333.0, 1097.0, 357.0]}",389,"(1085, 345)",1085,345,6,2,6.32,6.32,344.0,-0.2,-4.68,9.1,3.05
"{1: [1081, 334, 1105, 360]}","{1: [1081, 334, 1105, 360]}","{1: [1081, 334, 1105, 360]}","{1: [1081.0, 334.0, 1105.0, 360.0]}",390,"(1093, 347)",1093,347,8,2,8.25,8.25,344.4,0.4,1.93,8.7,3.66
"{1: [1086, 338, 1117, 366], 2: [1089, 338, 1112, 363]}","{1: [1089, 338, 1112, 363]}","{1: [1089, 338, 1112, 363]}","{1: [1089.0, 338.0, 1112.0, 363.0]}",391,"(1100, 350)",1100,350,7,3,7.62,7.62,345.6,1.2,-0.63,8.4,3.34
"{1: [1093, 327, 1118, 354]}","{1: [1093, 327, 1118, 354]}","{1: [1093, 327, 1118, 354]}","{1: [1093.0, 327.0, 1118.0, 354.0]}",392,"(1105, 340)",1105,340,5,-10,11.18,-11.18,345.0,-0.6,-18.8,8.9,-0.42
"{1: [1099, 321, 1118, 340], 2: [703, 707, 720, 725]}","{1: [1099, 321, 1118, 340]}","{1: [1099, 321, 1118, 340]}","{1: [1099.0, 321.0, 1118.0, 340.0]}",393,"(1108, 330)",1108,330,3,-10,10.44,-10.44,342.4,-2.6,0.74,8.8,-4.29
"{1: [1103, 308, 1122, 329]}","{1: [1103, 308, 1122, 329]}","{1: [1103, 308, 1122, 329]}","{1: [1103.0, 308.0, 1122.0, 329.0]}",394,"(1112, 318)",1112,318,4,-12,12.65,-12.65,337.0,-5.4,-2.21,10.0,-3.79
"{1: [1110, 302, 1123, 317]}","{1: [1110, 302, 1123, 317]}","{1: [1110, 302, 1123, 317]}","{1: [1110.0, 302.0, 1123.0, 317.0]}",395,"(1116, 309)",1116,309,4,-9,9.85,-9.85,329.4,-7.6,2.8,10.3,-3.62
{},{},{},"{1: [1080.0, 341.0, 1095.0, 357.0]}",396,"(1087, 349)",1087,349,-29,40,49.41,49.41,329.2,-0.2,59.26,18.7,8.36
{},{},{},"{1: [1052.0, 380.0, 1067.0, 397.0]}",397,"(1059, 388)",1059,388,-28,39,48.01,48.01,338.8,9.6,-1.4,26.1,11.84
{},{},{},"{1: [1025.0, 419.0, 1040.0, 436.0]}",398,"(1032, 427)",1032,427,-27,39,47.43,47.43,358.2,19.4,-0.58,33.5,11.57
{},{},{},"{1: [998.0, 457.0, 1013.0, 474.0]}",399,"(1005, 465)",1005,465,-27,38,46.62,46.62,387.6,29.4,-0.81,40.3,11.85
{},{},{},"{1: [972.0, 495.0, 987.0, 511.0]}",400,"(979, 503)",979,503,-26,38,46.04,46.04,426.4,38.8,-0.58,47.5,11.18
"{1: [775, 707, 792, 725]}",{},{},"{1: [947.0, 531.0, 962.0, 547.0]}",401,"(954, 539)",954,539,-25,36,43.83,43.83,464.4,38.0,-2.21,46.4,-1.12
{},{},{},"{1: [923.0, 566.0, 938.0, 582.0]}",402,"(930, 574)",930,574,-24,35,42.44,42.44,501.6,37.2,-1.39,45.3,-1.11
{},{},{},"{1: [899.0, 599.0, 914.0, 616.0]}",403,"(906, 607)",906,607,-24,33,40.8,40.8,537.6,36.0,-1.64,43.9,-1.33
{},{},{},"{1: [877.0, 631.0, 892.0, 647.0]}",404,"(884, 639)",884,639,-22,32,38.83,38.83,572.4,34.8,-1.97,42.4,-1.56
{},{},{},"{1: [856.0, 661.0, 871.0, 677.0]}",405,"(863, 669)",863,669,-21,30,36.62,36.62,605.6,33.2,-2.21,40.5,-1.88
{},{},{},"{1: [837.0, 688.0, 852.0, 704.0]}",406,"(844, 696)",844,696,-19,27,33.02,33.02,637.0,31.4,-3.6,38.3,-2.16
"{1: [1037, 228, 1051, 245], 2: [823, 708, 840, 726]}","{1: [823, 708, 840, 726]}","{1: [823, 708, 840, 726]}","{1: [823.0, 708.0, 840.0, 726.0]}",407,"(831, 717)",831,717,-13,21,24.7,24.7,665.6,28.6,-8.32,34.8,-3.55
{},{},{},"{1: [849.0, 636.0, 871.0, 658.0]}",408,"(860, 647)",860,647,29,-70,75.77,-75.77,673.6,8.0,-100.47,41.8,-23.31
{},{},{},"{1: [878.0, 569.0, 900.0, 591.0]}",409,"(889, 580)",889,580,29,-67,73.01,-73.01,661.8,-11.8,2.76,48.6,-22.37
{},{},{},"{1: [906.0, 504.0, 928.0, 527.0]}",410,"(917, 515)",917,515,28,-65,70.77,-70.77,631.0,-30.8,2.24,55.5,-21.48
{},{},{},"{1: [932.0, 443.0, 954.0, 465.0]}",411,"(943, 454)",943,454,26,-61,66.31,-66.31,582.6,-48.4,4.46,62.1,-19.87
{},{},{},"{1: [956.0, 386.0, 978.0, 408.0]}",412,"(967, 397)",967,397,24,-57,61.85,-61.85,518.6,-64.0,4.46,69.5,-17.31
{},{},{},"{1: [978.0, 334.0, 1000.0, 357.0]}",413,"(989, 345)",989,345,22,-52,56.46,-56.46,458.2,-60.4,5.39,65.7,3.86
"{1: [994, 293, 1021, 320]}","{1: [994, 293, 1021, 320]}","{1: [994, 293, 1021, 320]}","{1: [994.0, 293.0, 1021.0, 320.0]}",414,"(1007, 306)",1007,306,18,-39,42.95,-42.95,403.4,-54.8,13.51,59.7,6.01
"{1: [986, 307, 1002, 325]}","{1: [986, 307, 1002, 325]}","{1: [986, 307, 1002, 325]}","{1: [986.0, 307.0, 1002.0, 325.0]}",415,"(994, 316)",994,316,-13,10,16.4,16.4,363.6,-39.8,59.35,48.8,17.43
"{1: [971, 311, 998, 338], 2: [970, 309, 998, 345]}","{1: [971, 311, 998, 338]}","{1: [971, 311, 998, 338]}","{1: [971.0, 311.0, 998.0, 338.0]}",416,"(984, 324)",984,324,-10,8,12.81,12.81,337.6,-26.0,-3.59,38.1,15.82
"{1: [963, 326, 977, 341]}","{1: [963, 326, 977, 341]}","{1: [963, 326, 977, 341]}","{1: [963.0, 326.0, 977.0, 341.0]}",417,"(970, 333)",970,333,-14,9,16.64,16.64,324.8,-12.8,3.83,29.1,15.7
"{1: [945, 327, 974, 358]}","{1: [945, 327, 974, 358]}","{1: [945, 327, 974, 358]}","{1: [945.0, 327.0, 974.0, 358.0]}",418,"(959, 342)",959,342,-11,9,14.21,14.21,324.2,-0.6,-2.43,20.6,14.13
"{1: [934, 349, 953, 369]}","{1: [934, 349, 953, 369]}","{1: [934, 349, 953, 369]}","{1: [934.0, 349.0, 953.0, 369.0]}",419,"(943, 359)",943,359,-16,17,23.35,23.35,334.8,10.6,9.14,16.7,13.26
"{1: [919, 357, 945, 384]}","{1: [919, 357, 945, 384]}","{1: [919, 357, 945, 384]}","{1: [919.0, 357.0, 945.0, 384.0]}",420,"(932, 370)",932,370,-11,11,15.56,15.56,345.6,10.8,-7.79,16.5,-0.17
"{1: [914, 375, 931, 393]}","{1: [914, 375, 931, 393]}","{1: [914, 375, 931, 393]}","{1: [914.0, 375.0, 931.0, 393.0]}",421,"(922, 384)",922,384,-10,14,17.2,17.2,357.6,12.0,1.64,17.4,0.88
{},{},{},"{1: [896.0, 397.0, 915.0, 417.0]}",422,"(905, 407)",905,407,-17,23,28.6,28.6,372.4,14.8,11.4,19.8,2.39
{},{},{},"{1: [882.0, 419.0, 901.0, 440.0]}",423,"(891, 429)",891,429,-14,22,26.08,26.08,389.8,17.4,-2.52,22.2,2.37
{},{},{},"{1: [868.0, 440.0, 887.0, 460.0]}",424,"(877, 450)",877,450,-14,21,25.24,25.24,408.0,18.2,-0.84,22.5,0.38
{},{},{},"{1: [856.0, 459.0, 875.0, 479.0]}",425,"(865, 469)",865,469,-12,19,22.47,22.47,427.8,19.8,-2.77,23.9,1.38
"{1: [846, 473, 867, 496]}","{1: [846, 473, 867, 496]}","{1: [846, 473, 867, 496]}","{1: [846.0, 473.0, 867.0, 496.0]}",426,"(856, 484)",856,484,-9,15,17.49,17.49,447.8,20.0,-4.98,24.0,0.06
"{1: [836, 497, 855, 517]}","{1: [836, 497, 855, 517]}","{1: [836, 497, 855, 517]}","{1: [836.0, 497.0, 855.0, 517.0]}",427,"(845, 507)",845,507,-11,23,25.5,25.5,467.8,20.0,8.01,23.4,-0.62
"{1: [824, 522, 843, 542], 2: [817, 509, 853, 549]}","{1: [817, 509, 853, 549]}","{1: [817, 509, 853, 549]}","{1: [817.0, 509.0, 853.0, 549.0]}",428,"(835, 529)",835,529,-10,22,24.17,24.17,487.8,20.0,-1.33,23.0,-0.38
"{1: [810, 549, 833, 573]}","{1: [810, 549, 833, 573]}","{1: [810, 549, 833, 573]}","{1: [810.0, 549.0, 833.0, 573.0]}",429,"(821, 561)",821,561,-14,32,34.93,34.93,510.0,22.2,10.76,24.9,1.94
"{1: [799, 578, 819, 601], 2: [792, 575, 823, 607]}","{1: [799, 578, 819, 601]}","{1: [799, 578, 819, 601]}","{1: [799.0, 578.0, 819.0, 601.0]}",430,"(809, 589)",809,589,-12,28,30.46,30.46,534.0,24.0,-4.47,26.5,1.6
"{1: [787, 609, 807, 630]}","{1: [787, 609, 807, 630]}","{1: [787, 609, 807, 630]}","{1: [787.0, 609.0, 807.0, 630.0]}",431,"(797, 619)",797,619,-12,30,32.31,32.31,561.0,27.0,1.85,29.5,2.96
"{1: [771, 645, 795, 670]}","{1: [771, 645, 795, 670]}","{1: [771, 645, 795, 670]}","{1: [771.0, 645.0, 795.0, 670.0]}",432,"(783, 657)",783,657,-14,38,40.5,40.5,591.0,30.0,8.19,32.5,3.0
{},{},{},"{1: [759.0, 661.0, 784.0, 686.0]}",433,"(771, 673)",771,673,-12,16,20.0,20.0,619.8,28.8,-20.5,31.6,-0.83
{},{},{},"{1: [749.0, 677.0, 773.0, 703.0]}",434,"(761, 690)",761,690,-10,17,19.72,19.72,645.6,25.8,-0.28,28.6,-3.04
{},{},{},"{1: [739.0, 692.0, 763.0, 718.0]}",435,"(751, 705)",751,705,-10,15,18.03,18.03,668.8,23.2,-1.69,26.1,-2.49
{},{},{},"{1: [730.0, 706.0, 755.0, 732.0]}",436,"(742, 719)",742,719,-9,14,16.64,16.64,688.8,20.0,-1.39,23.0,-3.13
"{1: [724, 717, 749, 743]}","{1: [724, 717, 749, 743]}","{1: [724, 717, 749, 743]}","{1: [724.0, 717.0, 749.0, 743.0]}",437,"(736, 730)",736,730,-6,11,12.53,12.53,703.4,14.6,-4.11,17.4,-5.59
"{1: [716, 718, 743, 748]}","{1: [716, 718, 743, 748]}","{1: [716, 718, 743, 748]}","{1: [716.0, 718.0, 743.0, 748.0]}",438,"(729, 733)",729,733,-7,3,7.62,7.62,715.4,12.0,-4.91,14.9,-2.48
"{1: [712, 728, 733, 749]}","{1: [712, 728, 733, 749]}","{1: [712, 728, 733, 749]}","{1: [712.0, 728.0, 733.0, 749.0]}",439,"(722, 738)",722,738,-7,5,8.6,8.6,725.0,9.6,0.98,12.7,-2.22
"{1: [705, 733, 724, 753]}","{1: [705, 733, 724, 753]}","{1: [705, 733, 724, 753]}","{1: [705.0, 733.0, 724.0, 753.0]}",440,"(714, 743)",714,743,-8,5,9.43,9.43,732.6,7.6,0.83,11.0,-1.72
"{1: [696, 740, 716, 761]}","{1: [696, 740, 716, 761]}","{1: [696, 740, 716, 761]}","{1: [696.0, 740.0, 716.0, 761.0]}",441,"(706, 750)",706,750,-8,7,10.63,10.63,738.8,6.2,1.2,9.8,-1.2
"{1: [690, 753, 711, 775]}","{1: [690, 753, 711, 775]}","{1: [690, 753, 711, 775]}","{1: [690.0, 753.0, 711.0, 775.0]}",442,"(700, 764)",700,764,-6,14,15.23,15.23,745.6,6.8,4.6,10.3,0.54
"{1: [680, 763, 708, 791]}","{1: [680, 763, 708, 791]}","{1: [680, 763, 708, 791]}","{1: [680.0, 763.0, 708.0, 791.0]}",443,"(694, 777)",694,777,-6,13,14.32,14.32,754.4,8.8,-0.91,11.6,1.34
"{1: [679, 782, 696, 800]}","{1: [679, 782, 696, 800]}","{1: [679, 782, 696, 800]}","{1: [679.0, 782.0, 696.0, 800.0]}",444,"(687, 791)",687,791,-7,14,15.65,15.65,765.0,10.6,1.33,13.1,1.41
"{1: [686, 730, 709, 755]}","{1: [686, 730, 709, 755]}","{1: [686, 730, 709, 755]}","{1: [686.0, 730.0, 709.0, 755.0]}",445,"(697, 742)",697,742,10,-49,50.01,-50.01,764.8,-0.2,-65.66,21.2,-11.89
"{1: [697, 687, 714, 705]}","{1: [697, 687, 714, 705]}","{1: [697, 687, 714, 705]}","{1: [697.0, 687.0, 714.0, 705.0]}",446,"(705, 696)",705,696,8,-46,46.69,-46.69,754.0,-10.8,3.32,28.4,-11.46
"{1: [840, 714, 858, 734], 2: [704, 639, 725, 661]}","{1: [704, 639, 725, 661]}","{1: [704, 639, 725, 661]}","{1: [704.0, 639.0, 725.0, 661.0]}",447,"(714, 650)",714,650,9,-46,46.87,-46.87,731.2,-22.8,-0.18,34.7,-12.42
"{1: [713, 587, 734, 608]}","{1: [713, 587, 734, 608]}","{1: [713, 587, 734, 608]}","{1: [713.0, 587.0, 734.0, 608.0]}",448,"(723, 597)",723,597,9,-53,53.76,-53.76,695.2,-36.0,-6.89,42.6,-13.62
"{1: [721, 549, 740, 571]}","{1: [721, 549, 740, 571]}","{1: [721, 549, 740, 571]}","{1: [721.0, 549.0, 740.0, 571.0]}",449,"(730, 560)",730,560,7,-37,37.66,-37.66,649.0,-46.2,16.1,47.0,-10.66
"{1: [729, 516, 744, 532]}","{1: [729, 516, 744, 532]}","{1: [729, 516, 744, 532]}","{1: [729.0, 516.0, 744.0, 532.0]}",450,"(736, 524)",736,524,6,-36,36.5,-36.5,605.4,-43.6,1.16,44.3,2.7
"{1: [729, 484, 756, 511], 2: [730, 485, 753, 508]}","{1: [730, 485, 753, 508]}","{1: [730, 485, 753, 508]}","{1: [730.0, 485.0, 753.0, 508.0]}",451,"(741, 496)",741,496,5,-28,28.44,-28.44,565.4,-40.0,8.06,40.6,3.65
{},{},{},"{1: [733.0, 459.0, 754.0, 480.0]}",452,"(743, 469)",743,469,2,-27,27.07,-27.07,529.2,-36.2,1.37,36.7,3.96
{},{},{},"{1: [736.0, 435.0, 757.0, 456.0]}",453,"(746, 445)",746,445,3,-24,24.19,-24.19,498.8,-30.4,2.88,30.8,5.91
{},{},{},"{1: [739.0, 412.0, 759.0, 433.0]}",454,"(749, 422)",749,422,3,-23,23.19,-23.19,471.2,-27.6,1.0,27.9,2.89
{},{},{},"{1: [741.0, 391.0, 762.0, 412.0]}",455,"(751, 401)",751,401,2,-21,21.1,-21.1,446.6,-24.6,2.09,24.8,3.08
"{1: [745, 377, 763, 396]}","{1: [745, 377, 763, 396]}","{1: [745, 377, 763, 396]}","{1: [745.0, 377.0, 763.0, 396.0]}",456,"(754, 386)",754,386,3,-15,15.3,-15.3,424.6,-22.0,5.8,22.2,2.63
"{1: [744, 360, 768, 386], 2: [741, 358, 770, 389]}","{1: [741, 358, 770, 389]}","{1: [741, 358, 770, 389]}","{1: [741.0, 358.0, 770.0, 389.0]}",457,"(755, 373)",755,373,1,-13,13.04,-13.04,405.4,-19.2,2.26,19.4,2.81
"{1: [748, 353, 762, 368]}","{1: [748, 353, 762, 368]}","{1: [748, 353, 762, 368]}","{1: [748.0, 353.0, 762.0, 368.0]}",458,"(755, 360)",755,360,0,-13,13.0,-13.0,388.4,-17.0,0.04,17.1,2.24
"{1: [743, 334, 770, 363]}","{1: [743, 334, 770, 363]}","{1: [743, 334, 770, 363]}","{1: [743.0, 334.0, 770.0, 363.0]}",459,"(756, 348)",756,348,1,-12,12.04,-12.04,373.6,-14.8,0.96,14.9,2.23
"{1: [747, 331, 764, 349]}","{1: [747, 331, 764, 349]}","{1: [747, 331, 764, 349]}","{1: [747.0, 331.0, 764.0, 349.0]}",460,"(755, 340)",755,340,-1,-8,8.06,-8.06,361.4,-12.2,3.98,12.3,2.61
"{1: [750, 324, 764, 339]}","{1: [750, 324, 764, 339]}","{1: [750, 324, 764, 339]}","{1: [750.0, 324.0, 764.0, 339.0]}",461,"(757, 331)",757,331,2,-9,9.22,-9.22,350.4,-11.0,-1.16,11.1,1.22
"{1: [743, 311, 770, 339]}","{1: [743, 311, 770, 339]}","{1: [743, 311, 770, 339]}","{1: [743.0, 311.0, 770.0, 339.0]}",462,"(756, 325)",756,325,-1,-6,6.08,-6.08,340.8,-9.6,3.14,9.7,1.39
"{1: [746, 309, 765, 330]}","{1: [746, 309, 765, 330]}","{1: [746, 309, 765, 330]}","{1: [746.0, 309.0, 765.0, 330.0]}",463,"(755, 319)",755,319,-1,-6,6.08,-6.08,332.6,-8.2,0.0,8.3,1.38
"{1: [746, 308, 762, 326]}","{1: [746, 308, 762, 326]}","{1: [746, 308, 762, 326]}","{1: [746.0, 308.0, 762.0, 326.0]}",464,"(754, 317)",754,317,-1,-2,2.24,-2.24,326.4,-6.2,3.84,6.3,1.96
"{1: [746, 307, 761, 324]}","{1: [746, 307, 761, 324]}","{1: [746, 307, 761, 324]}","{1: [746.0, 307.0, 761.0, 324.0]}",465,"(753, 315)",753,315,-1,-2,2.24,-2.24,321.4,-5.0,0.0,5.2,1.16
"{1: [745, 305, 761, 322]}","{1: [745, 305, 761, 322]}","{1: [745, 305, 761, 322]}","{1: [745.0, 305.0, 761.0, 322.0]}",466,"(753, 313)",753,313,0,-2,2.0,-2.0,317.8,-3.6,0.24,3.7,1.44
"{1: [744, 302, 761, 321]}","{1: [744, 302, 761, 321]}","{1: [744, 302, 761, 321]}","{1: [744.0, 302.0, 761.0, 321.0]}",467,"(752, 311)",752,311,-1,-2,2.24,-2.24,315.0,-2.8,-0.24,3.0,0.77
"{1: [739, 300, 759, 321]}","{1: [739, 300, 759, 321]}","{1: [739, 300, 759, 321]}","{1: [739.0, 300.0, 759.0, 321.0]}",468,"(749, 310)",749,310,-3,-1,3.16,-3.16,313.2,-1.8,-0.92,2.4,0.58
"{1: [737, 299, 758, 321]}","{1: [737, 299, 758, 321]}","{1: [737, 299, 758, 321]}","{1: [737.0, 299.0, 758.0, 321.0]}",469,"(747, 310)",747,310,-2,0,2.0,2.0,311.8,-1.4,5.16,2.3,0.85
"{1: [734, 299, 758, 323]}","{1: [734, 299, 758, 323]}","{1: [734, 299, 758, 323]}","{1: [734.0, 299.0, 758.0, 323.0]}",470,"(746, 311)",746,311,-1,1,1.41,1.41,311.0,-0.8,-0.59,2.2,0.73
"{1: [734, 300, 757, 326]}","{1: [734, 300, 757, 326]}","{1: [734, 300, 757, 326]}","{1: [734.0, 300.0, 757.0, 326.0]}",471,"(745, 313)",745,313,-1,2,2.24,2.24,311.0,0.0,0.83,2.2,0.85
"{1: [731, 301, 757, 330]}","{1: [731, 301, 757, 330]}","{1: [731, 301, 757, 330]}","{1: [731.0, 301.0, 757.0, 330.0]}",472,"(744, 315)",744,315,-1,2,2.24,2.24,311.8,0.8,0.0,2.2,0.9
"{1: [729, 302, 757, 334]}","{1: [729, 302, 757, 334]}","{1: [729, 302, 757, 334]}","{1: [729.0, 302.0, 757.0, 334.0]}",473,"(743, 318)",743,318,-1,3,3.16,3.16,313.4,1.6,0.92,2.2,1.26
"{1: [726, 310, 752, 336]}","{1: [726, 310, 752, 336]}","{1: [726, 310, 752, 336]}","{1: [726.0, 310.0, 752.0, 336.0]}",474,"(739, 323)",739,323,-4,5,6.4,6.4,316.0,2.6,3.24,3.1,0.88
"{1: [727, 308, 746, 328]}","{1: [727, 308, 746, 328]}","{1: [727, 308, 746, 328]}","{1: [727.0, 308.0, 746.0, 328.0]}",475,"(736, 318)",736,318,-3,-5,5.83,-5.83,317.4,1.4,-12.23,4.0,-1.45
"{1: [726, 298, 741, 316]}","{1: [726, 298, 741, 316]}","{1: [726, 298, 741, 316]}","{1: [726.0, 298.0, 741.0, 316.0]}",476,"(733, 307)",733,307,-3,-11,11.4,-11.4,316.2,-1.2,-5.57,5.8,-2.73
{},{},{},"{1: [718.0, 284.0, 739.0, 306.0]}",477,"(728, 295)",728,295,-5,-12,13.0,-13.0,312.2,-4.0,-1.6,8.0,-3.05
{},{},{},"{1: [715.0, 273.0, 735.0, 296.0]}",478,"(725, 284)",725,284,-3,-11,11.4,-11.4,305.4,-6.8,1.6,9.6,-2.91
"{1: [710, 264, 736, 291]}","{1: [710, 264, 736, 291]}","{1: [710, 264, 736, 291]}","{1: [710.0, 264.0, 736.0, 291.0]}",479,"(723, 277)",723,277,-2,-7,7.28,-7.28,296.2,-9.2,4.12,9.8,-2.74
"{1: [708, 253, 734, 281]}","{1: [708, 253, 734, 281]}","{1: [708, 253, 734, 281]}","{1: [708.0, 253.0, 734.0, 281.0]}",480,"(721, 267)",721,267,-2,-10,10.2,-10.2,286.0,-10.2,-2.92,10.7,-0.87
"{1: [706, 251, 726, 271]}","{1: [706, 251, 726, 271]}","{1: [706, 251, 726, 271]}","{1: [706.0, 251.0, 726.0, 271.0]}",481,"(716, 261)",716,261,-5,-6,7.81,-7.81,276.8,-9.2,2.39,9.9,0.72
"{1: [705, 247, 722, 267]}","{1: [705, 247, 722, 267]}","{1: [705, 247, 722, 267]}","{1: [705.0, 247.0, 722.0, 267.0]}",482,"(713, 257)",713,257,-3,-4,5.0,-5.0,269.2,-7.6,2.81,8.3,1.6
"{1: [696, 238, 723, 267]}","{1: [696, 238, 723, 267]}","{1: [696, 238, 723, 267]}","{1: [696.0, 238.0, 723.0, 267.0]}",483,"(709, 252)",709,252,-4,-5,6.4,-6.4,262.8,-6.4,-1.4,7.3,1.0
