player_position_1,player_position_2,frame,player_1_ratio,player_2_ratio
"[805.6445922851562, 693.4757690429688, 946.02392578125, 953.2378540039062]","[1113.28515625, 168.6710968017578, 1159.7552490234375, 273.3858337402344]",330,0.54,0.44
"[791.52001953125, 696.2536010742188, 931.8896484375, 957.951171875]","[1119.592529296875, 168.5376434326172, 1165.3563232421875, 272.76531982421875]",331,0.54,0.44
"[774.8486328125, 701.468994140625, 919.4301147460938, 965.3008422851562]","[1121.697998046875, 168.43605041503906, 1175.562744140625, 273.07147216796875]",332,0.55,0.51
"[757.452880859375, 708.6030883789062, 916.0794067382812, 972.2850341796875]","[1124.9395751953125, 171.95901489257812, 1188.199462890625, 273.4391784667969]",333,0.6,0.62
"[739.8709716796875, 717.0546264648438, 914.3775024414062, 978.1116333007812]","[1128.850341796875, 173.38143920898438, 1200.649169921875, 273.40460205078125]",334,0.67,0.72
"[725.6229248046875, 725.0521240234375, 913.5877075195312, 980.7074584960938]","[1134.005615234375, 175.52989196777344, 1206.7969970703125, 273.20953369140625]",335,0.74,0.75
"[713.6973266601562, 730.2952270507812, 913.5192260742188, 981.502197265625]","[1138.3787841796875, 175.81732177734375, 1209.0518798828125, 273.2226867675781]",336,0.8,0.73
"[704.0040893554688, 732.4068603515625, 913.17919921875, 981.6616821289062]","[1144.2935791015625, 175.47767639160156, 1209.936279296875, 272.89764404296875]",337,0.84,0.67
"[699.560791015625, 732.5347900390625, 912.2117919921875, 980.6852416992188]","[1146.0562744140625, 174.60400390625, 1210.050048828125, 272.79547119140625]",338,0.86,0.65
"[697.31689453125, 731.9599609375, 900.8161010742188, 979.9505615234375]","[1146.0640869140625, 173.9815673828125, 1209.9901123046875, 272.51458740234375]",339,0.82,0.65
"[696.1505126953125, 729.5443725585938, 880.03369140625, 979.7147827148438]","[1145.6939697265625, 172.54443359375, 1209.759765625, 271.2699890136719]",340,0.74,0.65
"[695.41259765625, 725.7510986328125, 850.1167602539062, 978.9403686523438]","[1146.14697265625, 170.38314819335938, 1209.326416015625, 270.5379943847656]",341,0.61,0.63
"[694.1741943359375, 721.484619140625, 813.3375244140625, 978.3696899414062]","[1144.96923828125, 168.20167541503906, 1209.0189208984375, 270.1417236328125]",342,0.46,0.63
"[685.916748046875, 717.9675903320312, 778.6119384765625, 977.0150756835938]","[1142.248779296875, 165.52088928222656, 1208.785888671875, 269.9219665527344]",343,0.36,0.64
"[671.960205078125, 713.6090698242188, 760.154052734375, 974.7085571289062]","[1139.1307373046875, 163.5138702392578, 1208.12841796875, 269.83843994140625]",344,0.34,0.65
"[659.9771118164062, 710.6279296875, 748.2491455078125, 969.0224609375]","[1136.4296875, 161.00978088378906, 1206.1778564453125, 269.90240478515625]",345,0.34,0.64
"[650.2342529296875, 708.8168334960938, 738.2363891601562, 966.1477661132812]","[1133.5347900390625, 158.3983154296875, 1200.8702392578125, 269.8894348144531]",346,0.34,0.6
"[628.5877685546875, 707.2647705078125, 728.7706909179688, 963.76318359375]","[1131.6014404296875, 156.75762939453125, 1192.759033203125, 270.216064453125]",347,0.39,0.54
"[611.8685913085938, 706.6876220703125, 719.7192993164062, 962.2617797851562]","[1128.3218994140625, 155.0101776123047, 1184.0911865234375, 269.7710266113281]",348,0.42,0.49
"[605.5645751953125, 707.5081176757812, 711.6442260742188, 961.718505859375]","[1125.9984130859375, 154.86312866210938, 1172.4151611328125, 268.8548278808594]",349,0.42,0.41
"[600.0473022460938, 707.5113525390625, 703.629150390625, 961.7948608398438]","[1123.095947265625, 154.9091339111328, 1164.2972412109375, 269.1484375]",350,0.41,0.36
"[592.0696411132812, 707.746337890625, 696.5811157226562, 962.0521240234375]","[1119.441162109375, 156.62722778320312, 1158.361083984375, 269.79949951171875]",351,0.41,0.34
"[584.0047607421875, 707.7723999023438, 689.9480590820312, 962.1155395507812]","[1113.5728759765625, 158.0703582763672, 1155.88232421875, 269.85150146484375]",352,0.42,0.38
"[577.2073364257812, 707.1912841796875, 683.2311401367188, 962.4703369140625]","[1104.2557373046875, 159.66464233398438, 1155.1632080078125, 269.5220947265625]",353,0.42,0.46
"[570.7005615234375, 706.8651123046875, 676.8859252929688, 962.783447265625]","[1094.7520751953125, 161.97230529785156, 1155.039794921875, 269.6171569824219]",354,0.41,0.56
"[563.1194458007812, 706.7493286132812, 670.5725708007812, 963.1098022460938]","[1086.2061767578125, 163.48159790039062, 1155.238525390625, 269.3278503417969]",355,0.42,0.65
"[555.3211669921875, 705.4912719726562, 664.8396606445312, 962.5197143554688]","[1081.005126953125, 162.8441162109375, 1155.3868408203125, 271.31451416015625]",356,0.43,0.69
"[546.230712890625, 703.5401611328125, 659.2491455078125, 961.1678466796875]","[1077.7144775390625, 162.27178955078125, 1155.0955810546875, 272.2939147949219]",357,0.44,0.7
"[536.400146484375, 706.9948120117188, 656.3189086914062, 960.4570922851562]","[1076.142822265625, 161.56427001953125, 1153.9808349609375, 272.6686096191406]",358,0.47,0.7
"[527.0757446289062, 705.4281005859375, 655.11572265625, 958.919921875]","[1075.89794921875, 160.82972717285156, 1149.0736083984375, 272.8720397949219]",359,0.51,0.65
"[515.321533203125, 710.3319702148438, 653.7086791992188, 957.4307250976562]","[1075.193359375, 158.62469482421875, 1140.807373046875, 273.2713317871094]",360,0.56,0.57
"[516.3770141601562, 714.230224609375, 651.0664672851562, 954.8050537109375]","[1072.236572265625, 157.67578125, 1130.8780517578125, 273.5568542480469]",361,0.56,0.51
"[526.4757080078125, 716.9819946289062, 649.2251586914062, 950.6452026367188]","[1068.9866943359375, 156.32174682617188, 1120.2784423828125, 273.6779479980469]",362,0.53,0.44
"[538.6367797851562, 719.2993774414062, 645.6087646484375, 945.5040283203125]","[1065.0252685546875, 155.18643188476562, 1109.1243896484375, 274.1676940917969]",363,0.47,0.37
"[538.3452758789062, 721.3275756835938, 640.6039428710938, 938.5745239257812]","[1060.6143798828125, 155.21780395507812, 1101.990478515625, 274.3536376953125]",364,0.47,0.35
"[536.9263305664062, 722.260009765625, 649.5241088867188, 929.4971313476562]","[1057.0506591796875, 155.78631591796875, 1096.098876953125, 274.916015625]",365,0.54,0.33
"[536.1788940429688, 721.3076171875, 659.7523803710938, 923.097900390625]","[1047.04345703125, 156.5623016357422, 1092.0487060546875, 275.69390869140625]",366,0.61,0.38
"[537.7744750976562, 720.1196899414062, 669.54345703125, 917.5960083007812]","[1034.5810546875, 159.560546875, 1087.30712890625, 276.8206787109375]",367,0.67,0.45
"[542.3428955078125, 712.5664672851562, 676.1786499023438, 912.3267211914062]","[1023.4120483398438, 162.8832550048828, 1083.7398681640625, 278.8304748535156]",368,0.67,0.52
"[542.9403076171875, 704.980224609375, 682.3174438476562, 907.600830078125]","[1014.7649536132812, 167.5643768310547, 1082.31591796875, 279.73541259765625]",369,0.69,0.6
"[531.2495727539062, 700.04052734375, 687.6168823242188, 905.6299438476562]","[1010.5028076171875, 172.54696655273438, 1082.4656982421875, 279.946044921875]",370,0.76,0.67
"[520.886962890625, 696.7726440429688, 692.8389892578125, 903.9534912109375]","[1009.0194091796875, 176.50338745117188, 1082.6617431640625, 280.0382080078125]",371,0.83,0.71
"[513.9136962890625, 692.4264526367188, 695.6384887695312, 905.4871826171875]","[1008.8761596679688, 179.06097412109375, 1080.621826171875, 279.95068359375]",372,0.85,0.71
"[511.8037109375, 688.3723754882812, 696.5769653320312, 907.9102172851562]","[1009.1697998046875, 179.74932861328125, 1078.71728515625, 280.432373046875]",373,0.84,0.69
"[515.5780029296875, 685.6088256835938, 704.7786865234375, 909.5217895507812]","[1009.3206176757812, 178.35877990722656, 1077.7685546875, 280.82177734375]",374,0.84,0.67
"[529.5296630859375, 683.8525390625, 711.05712890625, 910.03125]","[1009.6177978515625, 177.3076629638672, 1077.97705078125, 280.94219970703125]",375,0.8,0.66
"[547.9835815429688, 682.3864135742188, 715.7362670898438, 909.6097412109375]","[1010.668701171875, 174.7305908203125, 1078.44384765625, 280.9199523925781]",376,0.74,0.64
"[557.5629272460938, 682.1304931640625, 719.9496459960938, 909.5419311523438]","[1013.129150390625, 173.04855346679688, 1079.845703125, 280.9969177246094]",377,0.71,0.62
"[560.8323974609375, 681.5112915039062, 724.0745239257812, 909.9059448242188]","[1018.5426635742188, 171.95074462890625, 1081.8748779296875, 280.8935241699219]",378,0.71,0.58
"[561.9539794921875, 680.0355224609375, 728.7899169921875, 910.7891235351562]","[1024.289306640625, 171.10874938964844, 1084.156982421875, 282.54150390625]",379,0.72,0.54
"[562.2557983398438, 677.2529907226562, 734.4179077148438, 911.4703369140625]","[1031.268798828125, 170.50665283203125, 1086.1627197265625, 284.26361083984375]",380,0.74,0.48
"[562.3497314453125, 674.3255615234375, 740.184326171875, 911.522705078125]","[1037.2542724609375, 170.63490295410156, 1088.551025390625, 285.34625244140625]",381,0.75,0.45
"[561.71630859375, 671.9481811523438, 746.2061157226562, 911.2648315429688]","[1039.3692626953125, 171.26034545898438, 1090.3294677734375, 285.7587585449219]",382,0.77,0.45
"[565.0640258789062, 668.5115966796875, 751.1187133789062, 912.8291015625]","[1039.966064453125, 172.06802368164062, 1091.1358642578125, 285.8992614746094]",383,0.76,0.45
"[577.0208129882812, 665.7031860351562, 753.7717895507812, 913.3901977539062]","[1040.1861572265625, 174.32447814941406, 1094.4532470703125, 285.8837890625]",384,0.71,0.49
"[599.2625732421875, 662.4075317382812, 755.5277709960938, 913.9624633789062]","[1040.37744140625, 175.68377685546875, 1098.2880859375, 285.94012451171875]",385,0.62,0.53
"[627.6525268554688, 660.005859375, 757.2828979492188, 913.2523193359375]","[1040.9873046875, 177.29550170898438, 1101.8033447265625, 286.11627197265625]",386,0.51,0.56
"[646.2233276367188, 657.828125, 757.4345703125, 914.8322143554688]","[1043.185302734375, 178.4447021484375, 1104.18994140625, 286.32391357421875]",387,0.43,0.57
"[657.838623046875, 657.5865478515625, 757.4741821289062, 918.6996459960938]","[1045.748291015625, 179.63858032226562, 1107.0047607421875, 286.8871765136719]",388,0.38,0.57
"[668.325439453125, 658.6346435546875, 760.1677856445312, 923.5225830078125]","[1048.858154296875, 181.25889587402344, 1108.30712890625, 287.06329345703125]",389,0.35,0.56
"[677.3740844726562, 660.1218872070312, 776.8643798828125, 928.80029296875]","[1051.8699951171875, 183.037841796875, 1111.788330078125, 287.5784606933594]",390,0.37,0.57
"[685.4967041015625, 662.6195678710938, 792.9854736328125, 931.7882690429688]","[1054.06494140625, 184.89834594726562, 1115.2886962890625, 288.203857421875]",391,0.4,0.59
"[692.78173828125, 663.5283203125, 801.9999389648438, 932.6400146484375]","[1056.6953125, 186.4095916748047, 1116.5167236328125, 289.79656982421875]",392,0.41,0.58
"[700.2484130859375, 662.9039916992188, 805.2929077148438, 931.7845458984375]","[1058.1180419921875, 187.45872497558594, 1117.7352294921875, 291.9091796875]",393,0.39,0.57
"[708.5127563476562, 661.4345703125, 808.1124877929688, 928.2725830078125]","[1059.6712646484375, 186.9785614013672, 1119.358642578125, 291.5709533691406]",394,0.37,0.57
"[716.1630859375, 660.5138549804688, 816.4449462890625, 925.3435668945312]","[1061.2864990234375, 186.7185516357422, 1120.102294921875, 293.2806091308594]",395,0.38,0.55
"[725.495849609375, 660.564208984375, 828.7254028320312, 924.0953979492188]","[1063.3104248046875, 183.76771545410156, 1121.2022705078125, 296.86956787109375]",396,0.39,0.51
"[733.6357421875, 661.3641967773438, 853.0933837890625, 925.4440307617188]","[1064.482177734375, 183.370361328125, 1122.9139404296875, 299.4316101074219]",397,0.45,0.5
"[736.7431030273438, 663.2460327148438, 870.2369384765625, 928.9721069335938]","[1065.2388916015625, 184.02813720703125, 1125.611083984375, 301.0594482421875]",398,0.5,0.52
"[737.3613891601562, 665.6167602539062, 878.4525756835938, 931.6256103515625]","[1066.72216796875, 186.3297882080078, 1127.677978515625, 301.5899658203125]",399,0.53,0.53
"[737.5922241210938, 666.5440063476562, 881.41650390625, 930.5247802734375]","[1068.0770263671875, 199.23007202148438, 1129.349365234375, 301.63385009765625]",400,0.54,0.6
"[739.099609375, 664.701416015625, 882.31396484375, 928.224853515625]","[1068.8770751953125, 206.61972045898438, 1132.539794921875, 301.7263488769531]",401,0.54,0.67
"[742.9125366210938, 661.9854736328125, 883.0874633789062, 925.1359252929688]","[1069.1715087890625, 211.0997772216797, 1127.5733642578125, 301.8109436035156]",402,0.53,0.64
"[755.3289794921875, 658.727294921875, 885.3203125, 919.96240234375]","[1068.921875, 214.10597229003906, 1121.79443359375, 301.4593200683594]",403,0.5,0.61
"[770.0095825195312, 657.4380493164062, 894.4631958007812, 915.6676635742188]","[1068.114501953125, 215.73497009277344, 1119.5318603515625, 301.0408020019531]",404,0.48,0.6
"[784.1506958007812, 657.6831665039062, 911.1707763671875, 911.9299926757812]","[1064.4437255859375, 216.61819458007812, 1118.3594970703125, 300.9238586425781]",405,0.5,0.64
"[797.4412231445312, 659.5220336914062, 934.3778076171875, 909.236572265625]","[1066.338134765625, 214.1605224609375, 1118.4346923828125, 300.5313720703125]",406,0.55,0.6
"[803.9203491210938, 664.1116333007812, 951.7735595703125, 908.7811889648438]","[1067.068359375, 210.03858947753906, 1118.1671142578125, 300.6062927246094]",407,0.6,0.56
"[805.8783569335938, 669.6210327148438, 961.4530029296875, 908.3713989257812]","[1046.9541015625, 206.5069580078125, 1121.4619140625, 301.35150146484375]",408,0.65,0.79
"[806.5249633789062, 677.7481079101562, 967.5263061523438, 910.069091796875]","[1039.00048828125, 202.29815673828125, 1123.7364501953125, 302.0574645996094]",409,0.69,0.85
"[808.4501953125, 684.7290649414062, 969.8328857421875, 910.6676025390625]","[1035.259033203125, 196.55902099609375, 1125.65771484375, 302.1681213378906]",410,0.71,0.86
"[809.0992431640625, 689.0242309570312, 969.5100708007812, 910.447021484375]","[1032.420166015625, 190.7740936279297, 1127.3685302734375, 302.0569152832031]",411,0.72,0.85
"[809.1300659179688, 689.3603515625, 969.65771484375, 909.1602783203125]","[1030.294189453125, 187.13278198242188, 1127.306396484375, 301.5767517089844]",412,0.73,0.85
"[808.2948608398438, 688.284423828125, 967.7418823242188, 907.6141357421875]","[1028.0057373046875, 185.84703063964844, 1125.31396484375, 300.17254638671875]",413,0.73,0.85
"[807.9535522460938, 686.6588134765625, 964.4635009765625, 906.6104736328125]","[1025.3245849609375, 184.8514404296875, 1121.8077392578125, 299.2739562988281]",414,0.71,0.84
"[808.0433959960938, 684.2827758789062, 954.4112548828125, 906.4638061523438]","[1023.0160522460938, 183.2066192626953, 1116.35595703125, 298.4596862792969]",415,0.66,0.81
"[807.4464111328125, 684.6738891601562, 940.638427734375, 907.0287475585938]","[1021.6454467773438, 181.67625427246094, 1109.8167724609375, 298.781982421875]",416,0.6,0.75
"[800.021240234375, 685.4027709960938, 923.778564453125, 909.222412109375]","[1021.5872802734375, 179.9462890625, 1104.1455078125, 298.9966125488281]",417,0.55,0.69
"[792.162353515625, 686.9041748046875, 919.2730712890625, 912.1093139648438]","[1021.4923095703125, 178.03109741210938, 1097.7889404296875, 298.5299377441406]",418,0.56,0.63
"[788.0826416015625, 689.5394897460938, 917.873046875, 915.0011596679688]","[1021.1898193359375, 176.36610412597656, 1093.0765380859375, 298.40374755859375]",419,0.58,0.59
"[786.1646728515625, 691.8660278320312, 915.9942626953125, 919.2740478515625]","[1021.6644287109375, 174.64505004882812, 1089.3770751953125, 298.216796875]",420,0.57,0.55
"[785.5557250976562, 693.621337890625, 915.2708129882812, 924.5291748046875]","[1021.4434204101562, 173.39437866210938, 1085.73486328125, 298.4715270996094]",421,0.56,0.51
"[784.5123291015625, 694.3518676757812, 915.1983032226562, 930.7620849609375]","[1018.7487182617188, 173.22825622558594, 1084.28271484375, 298.4051513671875]",422,0.55,0.52
"[784.318115234375, 694.927978515625, 915.4468994140625, 935.8519897460938]","[1016.8419799804688, 173.1949920654297, 1083.2872314453125, 297.4966735839844]",423,0.54,0.53
"[784.398681640625, 694.412841796875, 912.746826171875, 938.5491943359375]","[1015.2752075195312, 173.42201232910156, 1082.1827392578125, 296.7994079589844]",424,0.53,0.54
"[783.9918823242188, 694.4946899414062, 906.1530151367188, 940.0426025390625]","[1012.474853515625, 172.47048950195312, 1080.31103515625, 294.9659423828125]",425,0.5,0.55
"[781.08349609375, 692.8926391601562, 899.0232543945312, 940.6396484375]","[1010.5866088867188, 170.5919189453125, 1078.0787353515625, 293.79498291015625]",426,0.48,0.55
"[777.3827514648438, 691.623291015625, 888.103271484375, 940.88525390625]","[1009.7479248046875, 168.70570373535156, 1072.059326171875, 292.8517150878906]",427,0.44,0.5
"[771.7030029296875, 689.6150512695312, 876.6246337890625, 940.8692016601562]","[1008.5680541992188, 165.94000244140625, 1067.039794921875, 292.2964782714844]",428,0.42,0.46
"[765.2874755859375, 687.9249267578125, 869.5795288085938, 941.7114868164062]","[1007.1864013671875, 163.61846923828125, 1060.1007080078125, 291.4942932128906]",429,0.41,0.41
"[760.6790161132812, 687.2318115234375, 864.007568359375, 943.2428588867188]","[1005.8117065429688, 162.62753295898438, 1054.0440673828125, 291.47088623046875]",430,0.4,0.37
"[755.3524169921875, 687.2982788085938, 859.8432006835938, 944.91748046875]","[1004.5039672851562, 162.70126342773438, 1049.0751953125, 291.2496643066406]",431,0.41,0.35
"[753.3228759765625, 686.6793212890625, 856.3150634765625, 945.6692504882812]","[1003.5297241210938, 163.35980224609375, 1046.5469970703125, 290.8396301269531]",432,0.4,0.34
"[751.3440551757812, 685.5169067382812, 851.8032836914062, 945.76318359375]","[1002.2066040039062, 164.4713897705078, 1043.349609375, 290.77734375]",433,0.39,0.33
"[748.491943359375, 685.6758422851562, 848.3590698242188, 945.92529296875]","[1000.8216552734375, 166.5882110595703, 1041.2034912109375, 290.8927001953125]",434,0.38,0.32
"[746.9489135742188, 685.6572875976562, 844.4968872070312, 945.1582641601562]","[999.7015380859375, 167.6731719970703, 1039.428955078125, 289.95172119140625]",435,0.38,0.32
"[746.0059204101562, 684.4354858398438, 841.6929321289062, 944.6683349609375]","[998.7620239257812, 168.85523986816406, 1037.974609375, 290.2119140625]",436,0.37,0.32
"[743.7391967773438, 682.4877319335938, 837.9483032226562, 945.3389892578125]","[998.047607421875, 169.9080810546875, 1036.2701416015625, 290.6724853515625]",437,0.36,0.32
"[740.9232177734375, 683.7298583984375, 835.0433349609375, 945.3251342773438]","[997.4849853515625, 170.84451293945312, 1035.0057373046875, 289.7801818847656]",438,0.36,0.32
"[735.6924438476562, 683.1060180664062, 832.065673828125, 944.61669921875]","[996.3548583984375, 171.77035522460938, 1033.38330078125, 288.108154296875]",439,0.37,0.32
"[729.7998657226562, 686.3271484375, 830.8375854492188, 943.51708984375]","[993.5723266601562, 171.1730194091797, 1031.117919921875, 285.9833068847656]",440,0.39,0.33
"[722.1419677734375, 687.6759033203125, 828.8589477539062, 943.2412719726562]","[987.935302734375, 169.67974853515625, 1029.896240234375, 285.0783386230469]",441,0.42,0.36
"[715.6987915039062, 689.5692749023438, 828.10546875, 942.2232666015625]","[982.6764526367188, 167.92642211914062, 1028.1500244140625, 283.7971496582031]",442,0.44,0.39
"[711.1748657226562, 691.3543701171875, 827.5706176757812, 940.3063354492188]","[976.1348876953125, 165.6615753173828, 1025.8409423828125, 282.34832763671875]",443,0.47,0.43
"[720.2008056640625, 692.0433959960938, 828.0563354492188, 937.5167236328125]","[969.6824951171875, 164.6144256591797, 1024.1400146484375, 281.617919921875]",444,0.44,0.47
"[731.742431640625, 693.081298828125, 828.1210327148438, 931.4302978515625]","[963.4168701171875, 164.3026580810547, 1022.9603271484375, 281.0496520996094]",445,0.4,0.51
"[734.2399291992188, 693.734130859375, 830.4758911132812, 925.9834594726562]","[957.4364013671875, 164.37596130371094, 1022.4777221679688, 280.75836181640625]",446,0.41,0.56
"[735.4020385742188, 692.804931640625, 849.5877075195312, 921.011474609375]","[951.000244140625, 166.0084991455078, 1022.37646484375, 282.044677734375]",447,0.5,0.62
"[737.9281005859375, 689.6136474609375, 864.7823486328125, 917.5767822265625]","[945.5654907226562, 169.07943725585938, 1022.5258178710938, 284.169921875]",448,0.56,0.67
"[743.8153076171875, 670.20751953125, 880.0164184570312, 913.7885131835938]","[941.9526977539062, 173.25648498535156, 1022.6595458984375, 284.9502258300781]",449,0.56,0.72
"[749.094482421875, 655.7738037109375, 885.5540161132812, 910.8094482421875]","[938.4716186523438, 177.40602111816406, 1022.6466064453125, 285.2791748046875]",450,0.54,0.78
"[752.489990234375, 645.6460571289062, 885.9159545898438, 910.4291381835938]","[936.7957763671875, 180.7972412109375, 1022.7689208984375, 285.54351806640625]",451,0.5,0.82
"[749.4364013671875, 636.260498046875, 887.3355712890625, 910.2833251953125]","[936.0169067382812, 182.0269012451172, 1022.9076538085938, 285.71966552734375]",452,0.5,0.84
"[741.0450439453125, 632.9449462890625, 888.362060546875, 911.1573486328125]","[935.3178100585938, 181.37901306152344, 1022.8912963867188, 285.9068298339844]",453,0.53,0.84
"[734.3211059570312, 633.91650390625, 892.0597534179688, 912.3866577148438]","[934.0106811523438, 180.2621612548828, 1022.222900390625, 286.14599609375]",454,0.57,0.83
"[734.603515625, 638.259521484375, 894.7064208984375, 913.741943359375]","[928.2667236328125, 179.0818328857422, 1013.4837036132812, 285.8065185546875]",455,0.58,0.8
"[744.118896484375, 642.1845092773438, 897.1199340820312, 914.114013671875]","[921.8308715820312, 178.4809112548828, 1000.6795043945312, 285.7088317871094]",456,0.56,0.74
"[759.4754028320312, 643.0884399414062, 900.7855224609375, 914.3033447265625]","[915.25927734375, 178.24195861816406, 983.3060302734375, 286.1025390625]",457,0.52,0.63
"[774.85498046875, 648.55126953125, 902.8482055664062, 914.85107421875]","[907.372802734375, 177.9975128173828, 966.1503295898438, 286.47979736328125]",458,0.48,0.54
"[782.53125, 652.594482421875, 906.247802734375, 914.13134765625]","[900.81298828125, 177.6258087158203, 951.5957641601562, 288.1760559082031]",459,0.47,0.46
"[788.75341796875, 657.6304931640625, 910.0294799804688, 913.4557495117188]","[893.4810791015625, 177.17623901367188, 942.2680053710938, 290.521240234375]",460,0.47,0.43
"[798.8635864257812, 662.022705078125, 915.7936401367188, 915.661865234375]","[886.5687255859375, 178.01947021484375, 936.9220581054688, 291.4976501464844]",461,0.46,0.44
"[805.7573852539062, 666.0209350585938, 924.9244995117188, 920.0017700195312]","[876.4236450195312, 177.8965606689453, 935.525634765625, 291.41314697265625]",462,0.47,0.52
"[809.1187133789062, 671.5726318359375, 939.44091796875, 923.890625]","[865.5891723632812, 177.08981323242188, 934.80517578125, 291.20245361328125]",463,0.52,0.61
"[810.0076904296875, 675.6513671875, 954.5949096679688, 925.6943969726562]","[858.6785888671875, 177.0380401611328, 933.7821044921875, 291.06658935546875]",464,0.58,0.66
"[810.0097045898438, 678.6421508789062, 963.5957641601562, 927.1861572265625]","[853.193603515625, 176.6953887939453, 928.37890625, 291.0818176269531]",465,0.62,0.66
"[809.9330444335938, 679.1016845703125, 969.0819702148438, 928.9259643554688]","[846.0951538085938, 174.55783081054688, 920.0039672851562, 288.22979736328125]",466,0.64,0.65
"[811.6285400390625, 678.0908203125, 970.591552734375, 931.6260375976562]","[838.322509765625, 174.2517852783203, 907.3960571289062, 286.4133605957031]",467,0.63,0.62
"[819.9373168945312, 675.7943725585938, 971.2890014648438, 932.5269775390625]","[830.705078125, 173.59620666503906, 891.5186767578125, 285.0722961425781]",468,0.59,0.55
"[838.0790405273438, 672.4462890625, 971.4360961914062, 930.7225952148438]","[823.1796264648438, 172.58384704589844, 879.7152709960938, 285.1667175292969]",469,0.52,0.5
"[861.6830444335938, 670.4469604492188, 974.510009765625, 928.50927734375]","[815.5228881835938, 172.69973754882812, 870.8181762695312, 284.6605529785156]",470,0.44,0.49
"[882.5729370117188, 669.4071655273438, 981.476318359375, 928.854736328125]","[807.2271118164062, 173.8928985595703, 862.9766845703125, 285.0341491699219]",471,0.38,0.5
"[895.388916015625, 669.9878540039062, 996.0119018554688, 932.0322875976562]","[799.3742065429688, 175.81570434570312, 855.2366333007812, 285.5762634277344]",472,0.38,0.51
"[904.5447387695312, 671.969970703125, 1018.675048828125, 936.4055786132812]","[790.1332397460938, 178.27259826660156, 848.8002319335938, 285.4259033203125]",473,0.43,0.55
"[912.6837158203125, 675.4688110351562, 1039.1605224609375, 939.0609741210938]","[781.8123779296875, 181.3209991455078, 841.8751831054688, 284.592041015625]",474,0.48,0.58
"[917.9258422851562, 680.789306640625, 1059.0587158203125, 941.3037109375]","[774.9193115234375, 183.78538513183594, 835.7734375, 282.6305236816406]",475,0.54,0.62
"[919.4651489257812, 685.2738647460938, 1071.884033203125, 942.46142578125]","[768.128662109375, 186.7239227294922, 829.6695556640625, 284.4279479980469]",476,0.59,0.63
"[919.522216796875, 688.7484741210938, 1081.243896484375, 945.3040161132812]","[760.1732788085938, 188.24139404296875, 825.1610717773438, 283.8556823730469]",477,0.63,0.68
"[919.5888061523438, 690.924560546875, 1084.58837890625, 949.2322998046875]","[754.179443359375, 189.96099853515625, 819.483642578125, 284.0286865234375]",478,0.64,0.69
"[920.181396484375, 691.8970336914062, 1085.489013671875, 951.4368286132812]","[750.7853393554688, 190.6302032470703, 814.496337890625, 284.6103820800781]",479,0.64,0.68
"[921.92138671875, 690.4432373046875, 1085.56201171875, 952.2612915039062]","[746.84521484375, 191.94078063964844, 809.7840576171875, 285.3017883300781]",480,0.63,0.67
"[929.0902099609375, 687.4948120117188, 1084.9818115234375, 949.7662963867188]","[743.4175415039062, 192.38934326171875, 805.988525390625, 288.3934326171875]",481,0.59,0.65
"[943.6336669921875, 683.8242797851562, 1085.623046875, 947.58984375]","[741.5548706054688, 191.71365356445312, 802.7186279296875, 290.0484313964844]",482,0.54,0.62
"[958.0936889648438, 680.8391723632812, 1089.71240234375, 944.0786743164062]","[738.6209716796875, 190.92132568359375, 799.8117065429688, 290.77117919921875]",483,0.5,0.61
"[970.7111206054688, 680.2914428710938, 1098.450439453125, 941.5228881835938]","[732.1104736328125, 189.7749481201172, 797.361572265625, 291.1575927734375]",484,0.49,0.64
"[978.93212890625, 680.5330810546875, 1113.7576904296875, 941.2425537109375]","[736.176513671875, 188.6138458251953, 794.8132934570312, 291.2921142578125]",485,0.52,0.57
"[985.010986328125, 682.9326782226562, 1133.2664794921875, 946.2870483398438]","[737.4091796875, 187.37936401367188, 791.4657592773438, 291.4163818359375]",486,0.56,0.52
"[988.1724243164062, 687.5834350585938, 1150.6844482421875, 950.9177856445312]","[736.1199951171875, 184.17431640625, 787.7191162109375, 291.8008728027344]",487,0.62,0.48
"[988.7720336914062, 694.8074340820312, 1160.574951171875, 953.7017822265625]","[734.3731689453125, 182.47979736328125, 783.2090454101562, 292.47381591796875]",488,0.66,0.44
"[989.5405883789062, 705.2826538085938, 1168.6690673828125, 956.4581909179688]","[732.2987060546875, 181.69744873046875, 777.3595581054688, 292.1464538574219]",489,0.71,0.41
"[990.5087890625, 715.9989624023438, 1173.0537109375, 958.2305908203125]","[728.9769897460938, 180.4752197265625, 773.8473510742188, 291.9117736816406]",490,0.75,0.4
"[987.9326782226562, 724.5086669921875, 1174.1402587890625, 957.6807861328125]","[718.682861328125, 179.24697875976562, 768.579833984375, 292.3231506347656]",491,0.8,0.44
"[990.3216552734375, 730.7059326171875, 1174.100341796875, 957.527099609375]","[709.5675048828125, 178.2624053955078, 766.1171875, 292.35894775390625]",492,0.81,0.5
"[998.6260375976562, 734.0881958007812, 1174.0506591796875, 956.7918090820312]","[705.417236328125, 177.62814331054688, 765.8794555664062, 292.1973876953125]",493,0.79,0.53
"[994.6160888671875, 733.782958984375, 1173.462890625, 956.0012817382812]","[703.7821044921875, 176.86883544921875, 765.0546875, 292.1573486328125]",494,0.8,0.53
